1, 0
2, 38920
3, 1503.14
4, 138.18
5, 37.5237
6, 0.00245026
7, 0.351539
8, 0.0147523
9, 0.00118519
10, 0.000350446
11, 9.86744e-08
12, 3.17878e-06
13, 1.44755e-07
14, 1.01294e-08
15, 3.27317e-09
16, 2.76395e-12
17, 2.87011e-11
18, 1.43289e-12
19, 8.69416e-14
20, 3.06182e-14
21, 8.83908e-17
22, 2.58623e-16
23, 1.46908e-17
24, 8.09123e-19
25, 2.86327e-19
26, 3.33643e-21
27, 2.36685e-21
28, 1.65719e-22
29, 1.13434e-23
30, 2.59947e-24
31, 2.37345e-25
32, 7.78413e-26
33, 3.23557e-26
34, 1.94524e-26
35, 3.87075e-26
36, 3.83432e-26
37, 1.1391e-26
38, 1.46502e-26
39, 1.58174e-26
40, 2.0291e-26
41, 1.41586e-26
42, 2.32822e-26
