1, -0.0323414
2, -0.0323495
3, -0.0323576
4, -0.0323657
5, -0.0323737
6, -0.0323818
7, -0.0323899
8, -0.032398
9, -0.0324061
10, -0.0324141
11, -0.0324222
12, -0.0324303
13, -0.0324384
14, -0.0324465
15, -0.0324545
16, -0.0324626
17, -0.0324707
18, -0.0324788
19, -0.0324869
20, -0.0324949
21, -0.032503
22, -0.0325111
23, -0.0325192
24, -0.0325272
25, -0.0325353
26, -0.0325434
27, -0.0325515
28, -0.0325595
29, -0.0325676
30, -0.0325757
31, -0.0325838
32, -0.0325918
33, -0.0325999
34, -0.032608
35, -0.032616
36, -0.0326241
37, -0.0326322
38, -0.0326403
39, -0.0326483
40, -0.0326564
41, -0.0326645
42, -0.0326725
43, -0.0326806
44, -0.0326887
45, -0.0326967
46, -0.0327048
47, -0.0327129
48, -0.032721
49, -0.032729
50, -0.0327371
51, -0.0327452
52, -0.0327532
53, -0.0327613
54, -0.0327694
55, -0.0327774
56, -0.0327855
57, -0.0327935
58, -0.0328016
59, -0.0328097
60, -0.0328177
61, -0.0328258
62, -0.0328339
63, -0.0328419
64, -0.03285
65, -0.0328581
66, -0.0328661
67, -0.0328742
68, -0.0328822
69, -0.0328903
70, -0.0328984
71, -0.0329064
72, -0.0329145
73, -0.0329225
74, -0.0329306
75, -0.0329387
76, -0.0329467
77, -0.0329548
78, -0.0329628
79, -0.0329709
80, -0.032979
81, -0.032987
82, -0.0329951
83, -0.0330031
84, -0.0330112
85, -0.0330192
86, -0.0330273
87, -0.0330353
88, -0.0330434
89, -0.0330515
90, -0.0330595
91, -0.0330676
92, -0.0330756
93, -0.0330837
94, -0.0330917
95, -0.0330998
96, -0.0331078
97, -0.0331159
98, -0.0331239
99, -0.033132
100, -0.03314
101, -0.0331481
102, -0.0331561
103, -0.0331642
104, -0.0331722
105, -0.0331803
106, -0.0331883
107, -0.0331964
108, -0.0332044
109, -0.0332125
110, -0.0332205
111, -0.0332286
112, -0.0332366
113, -0.0332447
114, -0.0332527
115, -0.0332608
116, -0.0332688
117, -0.0332769
118, -0.0332849
119, -0.0332929
120, -0.033301
121, -0.033309
122, -0.0333171
123, -0.0333251
124, -0.0333332
125, -0.0333412
126, -0.0333492
127, -0.0333573
128, -0.0333653
129, -0.0333734
130, -0.0333814
131, -0.0333895
132, -0.0333975
133, -0.0334055
134, -0.0334136
135, -0.0334216
136, -0.0334297
137, -0.0334377
138, -0.0334457
139, -0.0334538
140, -0.0334618
141, -0.0334698
142, -0.0334779
143, -0.0334859
144, -0.033494
145, -0.033502
146, -0.03351
147, -0.0335181
148, -0.0335261
149, -0.0335341
150, -0.0335422
151, -0.0335502
152, -0.0335582
153, -0.0335663
154, -0.0335743
155, -0.0335823
156, -0.0335904
157, -0.0335984
158, -0.0336064
159, -0.0336145
160, -0.0336225
161, -0.0336305
162, -0.0336386
163, -0.0336466
164, -0.0336546
165, -0.0336627
166, -0.0336707
167, -0.0336787
168, -0.0336867
169, -0.0336948
170, -0.0337028
171, -0.0337108
172, -0.0337189
173, -0.0337269
174, -0.0337349
175, -0.0337429
176, -0.033751
177, -0.033759
178, -0.033767
179, -0.033775
180, -0.0337831
181, -0.0337911
182, -0.0337991
183, -0.0338071
184, -0.0338152
185, -0.0338232
186, -0.0338312
187, -0.0338392
188, -0.0338473
189, -0.0338553
190, -0.0338633
191, -0.0338713
192, -0.0338793
193, -0.0338874
194, -0.0338954
195, -0.0339034
196, -0.0339114
197, -0.0339194
198, -0.0339275
199, -0.0339355
200, -0.0339435
201, -0.0339515
202, -0.0339595
203, -0.0339676
204, -0.0339756
205, -0.0339836
206, -0.0339916
207, -0.0339996
208, -0.0340076
209, -0.0340157
210, -0.0340237
211, -0.0340317
212, -0.0340397
213, -0.0340477
214, -0.0340557
215, -0.0340637
216, -0.0340718
217, -0.0340798
218, -0.0340878
219, -0.0340958
220, -0.0341038
221, -0.0341118
222, -0.0341198
223, -0.0341278
224, -0.0341359
225, -0.0341439
226, -0.0341519
227, -0.0341599
228, -0.0341679
229, -0.0341759
230, -0.0341839
231, -0.0341919
232, -0.0341999
233, -0.0342079
234, -0.0342159
235, -0.034224
236, -0.034232
237, -0.03424
238, -0.034248
239, -0.034256
240, -0.034264
241, -0.034272
242, -0.03428
243, -0.034288
244, -0.034296
245, -0.034304
246, -0.034312
247, -0.03432
248, -0.034328
249, -0.034336
250, -0.034344
251, -0.034352
252, -0.03436
253, -0.034368
254, -0.034376
255, -0.034384
256, -0.034392
257, -0.0344
258, -0.034408
259, -0.034416
260, -0.034424
261, -0.034432
262, -0.03444
263, -0.034448
264, -0.034456
265, -0.034464
266, -0.034472
267, -0.03448
268, -0.034488
269, -0.034496
270, -0.034504
271, -0.034512
272, -0.03452
273, -0.034528
274, -0.034536
275, -0.034544
276, -0.034552
277, -0.03456
278, -0.034568
279, -0.034576
280, -0.0345839
