0.176, 1.72285e+06, 1.71875e+06, 1.72285e+06
0.264, 2.3709e+06, 2.3709e+06, 2.375e+06
0.352, 2.6293e+06, 2.6293e+06, 2.6375e+06
0.44, 2.79336e+06, 2.78516e+06, 2.79336e+06
0.528, 2.88359e+06, 2.86719e+06, 2.88359e+06
0.616, 2.96152e+06, 2.95742e+06, 2.96152e+06
0.704, 3.00664e+06, 3.00664e+06, 3.01484e+06
0.88, 2.73594e+06, 2.70312e+06, 2.73594e+06
0.968, 2.78516e+06, 2.78516e+06, 2.80156e+06
1.056, 2.83438e+06, 2.83438e+06, 2.9e+06
1.144, 2.86719e+06, 2.86719e+06, 2.9e+06
1.232, 2.9e+06, 2.9e+06, 5e+06
1.32, 2.92051e+06, 2.92051e+06, 2.92461e+06
1.408, 2.94102e+06, 2.93281e+06, 2.94102e+06
1.584, 2.78926e+06, 2.78516e+06, 2.78926e+06
1.672, 2.80977e+06, 2.80977e+06, 2.81797e+06
1.76, 2.82207e+06, 2.82207e+06, 2.82617e+06
1.848, 2.83438e+06, 2.76875e+06, 2.83438e+06
1.936, 2.84258e+06, 2.84258e+06, 2.85078e+06
2.024, 2.84668e+06, 2.84668e+06, 2.85078e+06
2.112, 2.85078e+06, 2.83438e+06, 2.85078e+06
2.288, 2.73594e+06, 2.73594e+06, 2.76875e+06
2.376, 2.73594e+06, 2.73594e+06, 2.76875e+06
2.464, 2.73594e+06, 2.70312e+06, 2.73594e+06
2.552, 2.72773e+06, 2.71953e+06, 2.72773e+06
2.64, 2.71953e+06, 2.71953e+06, 2.73594e+06
2.728, 2.71133e+06, 2.70312e+06, 2.71133e+06
2.816, 2.69902e+06, 2.69902e+06, 2.70312e+06
2.904, 2.68672e+06, 2.68672e+06, 2.70312e+06
3.08, 2.59238e+06, 2.59238e+06, 2.59648e+06
3.168, 2.57598e+06, 2.57598e+06, 2.58008e+06
3.256, 2.55547e+06, 2.55547e+06, 2.57188e+06
3.344, 2.53906e+06, 2.53906e+06, 2.57188e+06
3.432, 2.52266e+06, 2.50625e+06, 2.52266e+06
3.52, 2.49805e+06, 2.49805e+06, 2.50625e+06
3.608, 2.47344e+06, 2.47344e+06, 2.50625e+06
3.784, 2.39141e+06, 2.39141e+06, 2.40781e+06
3.872, 2.3709e+06, 2.3668e+06, 2.3709e+06
3.96, 2.34629e+06, 2.34629e+06, 2.35039e+06
4.048, 2.31348e+06, 2.30938e+06, 2.31348e+06
4.136, 2.29297e+06, 2.27656e+06, 2.29297e+06
4.224, 2.26836e+06, 2.26836e+06, 2.27656e+06
4.312, 2.24375e+06, 2.1125e+06, 2.24375e+06
