0.0084, 1.37832e+06, 1.37422e+06, 1.37832e+06
0.021, 2.16582e+06, 2.16582e+06, 2.16992e+06
0.0252, 3.01484e+06, 2.99844e+06, 3.01484e+06
0.0336, 3.31836e+06, 3.31016e+06, 3.31836e+06
0.042, 3.40859e+06, 3.39219e+06, 3.40859e+06
0.0546, 3.01484e+06, 2.99844e+06, 3.01484e+06
0.0588, 3.26914e+06, 3.26914e+06, 3.27734e+06
0.0672, 3.1707e+06, 3.1625e+06, 3.1707e+06
0.0756, 3.20762e+06, 3.20762e+06, 3.21172e+06
0.084, 3.17891e+06, 3.17891e+06, 3.19531e+06
0.0924, 3.10098e+06, 3.09688e+06, 3.10098e+06
0.1008, 3.12148e+06, 3.11328e+06, 3.12148e+06
0.1092, 3.11738e+06, 3.11328e+06, 3.11738e+06
0.1176, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.126, 3.11738e+06, 3.11738e+06, 3.12148e+06
0.1344, 3.1543e+06, 3.14609e+06, 3.1543e+06
0.1428, 3.1584e+06, 3.1543e+06, 3.1584e+06
0.1512, 3.22812e+06, 3.1625e+06, 3.22812e+06
0.1596, 3.24863e+06, 3.24863e+06, 3.25273e+06
0.168, 3.18711e+06, 3.17891e+06, 3.18711e+06
0.1764, 3.18711e+06, 3.17891e+06, 3.18711e+06
0.1848, 3.17891e+06, 3.17891e+06, 3.19531e+06
0.1932, 3.1707e+06, 3.1707e+06, 3.17891e+06
0.2016, 3.20762e+06, 3.20762e+06, 3.21172e+06
0.21, 3.14609e+06, 3.14609e+06, 3.1625e+06
0.2184, 3.1748e+06, 3.1748e+06, 3.17891e+06
0.2268, 3.12148e+06, 3.11328e+06, 3.12148e+06
0.2352, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.2436, 3.10508e+06, 3.09688e+06, 3.10508e+06
0.252, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.2604, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.2688, 3.18711e+06, 3.18711e+06, 3.19531e+06
0.2772, 3.1666e+06, 3.1666e+06, 3.1707e+06
0.2856, 3.18711e+06, 3.17891e+06, 3.18711e+06
0.294, 3.14609e+06, 3.14609e+06, 3.1625e+06
0.3024, 3.1707e+06, 3.1707e+06, 3.17891e+06
0.3108, 3.17891e+06, 3.1625e+06, 3.17891e+06
0.3192, 3.1748e+06, 3.1748e+06, 3.17891e+06
0.3276, 3.13379e+06, 3.13379e+06, 3.13789e+06
0.336, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.3444, 3.12148e+06, 3.11328e+06, 3.12148e+06
0.3528, 3.10098e+06, 3.10098e+06, 3.10508e+06
0.3612, 3.12559e+06, 3.12148e+06, 3.12559e+06
0.3696, 3.1543e+06, 3.1543e+06, 3.1625e+06
0.378, 3.1543e+06, 3.1543e+06, 3.1625e+06
0.3864, 3.1584e+06, 3.1543e+06, 3.1584e+06
0.3948, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.4032, 3.1543e+06, 3.1543e+06, 3.1625e+06
0.4116, 3.1502e+06, 3.14609e+06, 3.1502e+06
0.42, 3.1502e+06, 3.14609e+06, 3.1502e+06
0.4284, 3.1543e+06, 3.14609e+06, 3.1543e+06
0.4368, 3.11328e+06, 3.09688e+06, 3.11328e+06
0.4452, 3.12969e+06, 3.09688e+06, 3.12969e+06
0.4536, 3.11328e+06, 3.09688e+06, 3.11328e+06
0.462, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.4662, 3.1502e+06, 3.14609e+06, 3.1502e+06
0.4788, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.483, 3.1625e+06, 2.9e+06, 3.1625e+06
0.4956, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.4998, 3.1707e+06, 3.1625e+06, 3.1707e+06
0.5124, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.5166, 3.1625e+06, 3.1625e+06, 3.425e+06
0.5292, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.5334, 3.14609e+06, 3.14609e+06, 3.1625e+06
0.546, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.5502, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.5628, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.567, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.5754, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.5838, 3.14609e+06, 3.14609e+06, 3.1625e+06
0.5922, 3.1543e+06, 3.14609e+06, 3.1543e+06
0.6006, 3.14609e+06, 3.14609e+06, 3.1625e+06
0.609, 3.1543e+06, 3.14609e+06, 3.1543e+06
0.6174, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.6258, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.6342, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.6426, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.651, 3.13379e+06, 3.13379e+06, 3.13789e+06
0.6594, 3.12969e+06, 3.12969e+06, 3.1625e+06
0.6678, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.6762, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.6846, 3.12969e+06, 3.12969e+06, 3.1625e+06
0.693, 3.12969e+06, 3.12969e+06, 3.1625e+06
0.7014, 3.13379e+06, 3.12969e+06, 3.13379e+06
0.7098, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.7182, 3.14609e+06, 3.12969e+06, 3.14609e+06
0.7266, 3.13789e+06, 3.12969e+06, 3.13789e+06
0.735, 3.13789e+06, 3.13789e+06, 3.14609e+06
0.7434, 3.12969e+06, 3.09688e+06, 3.12969e+06
0.7518, 3.12969e+06, 3.12969e+06, 3.1625e+06
0.7602, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.7686, 3.12559e+06, 3.12148e+06, 3.12559e+06
0.777, 3.10508e+06, 3.10508e+06, 3.11328e+06
0.7854, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.7938, 3.10508e+06, 3.09688e+06, 3.10508e+06
0.8022, 3.11738e+06, 3.11328e+06, 3.11738e+06
0.8106, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.819, 3.12969e+06, 3.09688e+06, 3.12969e+06
0.8274, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.8358, 3.12559e+06, 3.12148e+06, 3.12559e+06
0.8442, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.8526, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.861, 3.12148e+06, 3.12148e+06, 3.12969e+06
0.8694, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.8778, 3.11328e+06, 3.11328e+06, 3.12969e+06
0.8862, 3.10508e+06, 3.10508e+06, 3.11328e+06
