0.021, 2.11303e+06, 2.11017e+06, 2.11303e+06
0.0252, 2.93976e+06, 2.92832e+06, 2.93976e+06
0.0336, 3.23155e+06, 3.23155e+06, 3.23727e+06
0.042, 3.32309e+06, 3.31736e+06, 3.32309e+06
0.0546, 2.93976e+06, 2.92832e+06, 2.93976e+06
0.0588, 3.1915e+06, 3.18005e+06, 3.1915e+06
0.0672, 3.08851e+06, 3.08851e+06, 3.18005e+06
0.0756, 3.12856e+06, 3.12284e+06, 3.12856e+06
0.084, 3.09996e+06, 3.08851e+06, 3.09996e+06
0.0924, 3.01986e+06, 3.01986e+06, 3.04274e+06
0.1008, 3.04274e+06, 2.99697e+06, 3.04274e+06
0.1092, 3.03702e+06, 3.03702e+06, 3.04274e+06
0.1176, 3.04274e+06, 3.04274e+06, 3.08851e+06
0.126, 3.04274e+06, 2.99697e+06, 3.04274e+06
0.1344, 3.07135e+06, 3.07135e+06, 3.07707e+06
0.1428, 3.07707e+06, 3.07707e+06, 3.08851e+06
0.1512, 3.14573e+06, 3.14573e+06, 3.15717e+06
0.1596, 3.16861e+06, 3.15717e+06, 3.16861e+06
0.168, 3.10568e+06, 3.09996e+06, 3.10568e+06
0.1764, 3.10568e+06, 3.09996e+06, 3.10568e+06
0.1848, 3.09996e+06, 3.09996e+06, 3.1114e+06
0.1932, 3.09423e+06, 3.08851e+06, 3.09423e+06
