1, 144649
2, 269112
3, 271538
4, 228138
5, 188553
6, 157751
7, 131477
8, 110821
9, 97591.7
10, 90196.1
11, 85337.7
12, 80825.9
13, 76120.9
14, 71415.1
15, 66946.3
16, 62859.6
17, 59175.5
18, 55731.4
19, 52274.2
20, 48714
21, 45311.5
22, 42607.6
23, 41145.3
24, 41196.1
25, 42668.9
26, 45221.3
27, 48460.2
28, 52091.9
29, 55949.4
30, 59917.9
31, 63835.2
32, 67439.8
33, 70400.3
34, 72406.6
35, 73281.1
36, 73058.4
37, 72005.6
38, 70574.4
39, 69301
40, 68685.5
41, 69084.6
42, 70647.3
43, 73304.2
44, 76808.6
45, 80808.7
46, 84929.9
47, 88843.9
48, 92312.8
49, 95205.6
50, 97490
51, 99208.7
52, 100449
53, 101312
54, 101893
55, 102264
56, 102473
57, 102550
58, 102518
59, 102403
60, 102247
61, 102108
62, 102060
63, 102181
64, 102542
65, 103199
66, 104179
67, 105476
68, 107054
69, 108844
70, 110759
71, 112697
72, 114560
73, 116261
74, 117734
75, 118945
76, 119891
77, 120600
78, 121128
79, 121544
80, 121925
81, 122344
82, 122857
83, 123502
84, 124295
85, 125232
86, 126295
87, 127459
88, 128696
89, 129987
90, 131323
91, 132704
92, 134142
93, 135656
94, 137272
95, 139011
96, 140897
97, 142945
98, 145169
99, 147577
100, 150173
101, 152962
102, 155945
103, 159122
104, 162495
105, 166060
106, 169812
107, 173742
108, 177838
109, 182084
110, 186462
111, 190956
112, 195551
113, 200237
114, 205009
115, 209870
116, 214828
117, 219899
118, 225100
119, 230453
120, 235977
121, 241688
122, 247597
123, 253709
124, 260022
125, 266527
126, 273209
127, 280051
128, 287032
129, 294130
130, 301325
131, 308603
132, 315948
133, 323353
134, 330815
135, 338333
136, 345912
137, 353559
138, 361283
139, 369096
140, 377008
141, 385030
142, 393174
143, 401446
144, 409856
145, 418408
146, 427107
147, 435954
148, 444951
149, 454099
150, 463397
151, 472845
152, 482444
153, 492197
154, 502105
155, 512175
156, 522411
157, 532822
158, 543414
159, 554195
160, 565172
161, 576350
162, 587732
163, 599319
164, 611110
165, 623098
166, 635278
167, 647639
168, 660170
169, 672861
170, 685699
171, 698673
172, 711774
173, 724993
174, 738326
175, 751768
176, 765320
177, 778982
178, 792758
179, 806653
180, 820674
181, 834825
182, 849115
183, 863548
184, 878129
185, 892861
186, 907746
187, 922783
188, 937971
189, 953305
190, 968780
191, 984388
192, 1.00012e+06
